id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
65,一位 60 歲女性來做常規健檢，大腸鏡底下看到一顆有著細長的莖（Stalk）的息肉（Polyp），切片結果如圖所示。請問最有可能是何種診斷？,Hyperplastic polyp,Inflammatory polyp,Tubular adenoma,Adenocarcinoma,C,Tubular adenoma 的特徵：核形延長(Nuclear elongation)、假性排列的細胞核(Nuclearpseudostratification)、染色質增深(Nuclear hyperchromasia),病理學實驗 V1 消化道系統 黃彥碩,在這道題目中，患者的病理切片顯示出管狀腺瘤（Tubular adenoma）的特徵，特別是細胞核的延長、假性排列和染色質的增深。管狀腺瘤是最常見的腸道良性腫瘤，雖然它們通常是良性的，但如果不加以監測，可能會進一步演變為腺癌。這道題目強調了病理學在腸道息肉診斷中的重要性，尤其是在定期檢查中發現的息肉，應根據病理特徵進行適當的管理。
66,承上題，請問此診斷可能看到以下何種微觀特徵？,Polypoid colonic mucosa covered with dysplastic epithelium,"Elongated, hyperchromatic nuclei",Basally located nuclei with pseudostratification,以上皆是,D,ABC 選項皆為Tubular adenoma 的特徵，記起來,病理學實驗 V1 消化道系統 黃彥碩,這道題目中，所有選項均為管狀腺瘤（Tubular adenoma）的特徵。管狀腺瘤的病理特徵包括腺體上皮的異常增生，通常伴隨有細胞核的延長和染色質的增深。這些變化在病理切片中表現為腺體的腫脹和不規則的細胞排列，這些特徵對於診斷和預測腺瘤的潛在惡性變化至關重要。了解這些微觀特徵有助於病理學家在診斷過程中做出準確的判斷。
67,下列病理微觀特徵，比起正常或良性腫瘤，惡性腫瘤較容易出現何種特徵？,"核質比上升（Increased nuclear-to-cytoplasmic ratio, ↑ N/C ratio）",明顯的細胞或核的多形性（Cellular and nuclear pleomorphism）,具有侵犯性(Invasiveness)，可能會有腫瘤組織間質增生(Desmoplastic stromal reaction),以上皆是,D,ABC 選項皆為惡性腫瘤特徵，記起來,病理學實驗 V1 消化道系統 黃彥碩,這道題目中，所有選項均為惡性腫瘤的特徵。惡性腫瘤通常表現出較高的核質比，細胞和核的多形性，以及侵襲性生長的能力。這些特徵使得惡性腫瘤能夠侵入周圍組織並可能轉移至其他部位。了解這些病理特徵對於臨床診斷和治療方案的制定至關重要，因為它們有助於評估腫瘤的惡性程度和預後。
68,一位 75 歲男性，主訴食慾不振、體重減輕，內視鏡發現胃部有一個浸潤性 (Infiltrative) 腫瘤，其病理切片如圖(圖九)所示。有關此診斷，請問下列敘述何者錯誤？,是一種胃部腺癌的型態(a type of gastric adenocarcinoma),腫瘤細胞出現mucin (黏液素)，將腫瘤細胞核推到一邊，呈現其「戒環」之特徵,50%腫瘤細胞出現此特徵，可診斷為Signet-ring cell carcinoma。,由於沒有出現cribriform pattern 以及desmoplasia，因此是一良性腫瘤，預後良好,D,Signet-ring cell carcinoma 是惡性腫瘤,病理學實驗 V1 消化道系統 黃彥碩,這道題目中，選項D是錯誤的，因為Signet-ring cell carcinoma是一種惡性腫瘤，並不會被認為是良性腫瘤。這種腫瘤的特徵是腫瘤細胞內含有大量的黏液，導致細胞核被推向一側，形成戒環細胞的外觀。這種腫瘤通常預後不良，因為它們具有高度的侵襲性和轉移潛力。了解這些病理特徵對於臨床診斷和治療方案的制定至關重要。
69,一位 65 歲男性，長期抽菸及酗酒，在舌頭側邊發現一個潰瘍性 (ulcerated) 腫瘤，手術切除後病理切片如圖(圖十)所示。有關此診斷，請問此圈起處之構造名稱為何？,Signet-ring cells,Keratin pearl (dyskeratotic cells),Pseudomembrane (fibrinopurulent exudates),Abscess,B,可見角質珠keratin pearl,病理學實驗 V1 消化道系統 黃彥碩,在這道題目中，病理切片顯示出角質珠（keratin pearl）的特徵，這通常與鱗狀細胞癌（squamous cell carcinoma）有關。角質珠是由角質化的細胞聚集而成，通常出現在惡性腫瘤中，特別是那些來自上皮組織的腫瘤。這種特徵對於診斷腫瘤的類型和預後具有重要意義，因為它們通常預示著腫瘤的侵襲性和潛在的轉移風險。了解這些病理特徵對於臨床診斷和治療方案的制定至關重要。
70,下列有關腸桿菌 (Enterobacterales)的敘述何者最不適當？,發酵葡萄糖，不具有氧化酶 (oxidase)，還原硝酸鹽,大腸桿菌O157:H7 常引起出血性腹瀉，H7 的H 指的是細菌的脂多醣,"發酵乳糖和抗膽鹽特性(Resistance to bile salts)可區分腸內病原菌(例如 Shigella, Salmonella)與一般共生菌",E. coli 可發酵乳糖，在EMB agar 菌落呈墨綠色金屬光澤，在MacConkey agar 形成粉紅至紫色的菌落,B,H antigen (H 抗原)：Flagella antigen(鞭毛抗原),微免學 V1 消化系統之細菌感染(I) 張仲羽,腸桿菌屬於革蘭氏陰性菌，通常在腸道中發現。選項B提到的H7抗原實際上是指細菌的鞭毛抗原，而非脂多醣。大腸桿菌O157:H7是一種病原性腸桿菌，能引起出血性腹瀉，但H7的H指的是鞭毛抗原而非脂多醣，因此這個敘述是不正確的。其他選項均正確地描述了腸桿菌的特性和行為，顯示出其在臨床微生物學中的重要性。
71,下列何種毒素的作用機轉與霍亂毒素（cholera toxin）類似？,白喉毒素(diphtheria toxin),大腸桿菌(Escherichia coli)的第一型然不穩定毒素(LT-I),副溶血弧菌(Vibrio parahaemolyticus)的溶血素(hemolysin),痢疾志質氏桿菌(Shigella dysenteriae)的侵入素(invasin),B,霍亂毒素與ETEC 的LT-I (Heat-labile toxin) 都屬於 A-B toxin。兩者皆會活化Gs protein→adenylate cyclase→cAMP 增加→Cl⁻及水分大量分泌→水瀉,微免學V1 消化系統之細菌感染(I) 張仲羽,霍亂毒素是一種A-B型毒素，能夠通過活化Gs蛋白來增加細胞內cAMP的濃度，進而促進氯離子和水的分泌，導致嚴重的水瀉。選項B中的LT-I毒素同樣具有類似的作用機制，都是通過增加cAMP來引起腸道的液體分泌。相比之下，白喉毒素主要通過抑制蛋白質合成來發揮作用，而副溶血弧菌的溶血素和痢疾志質氏桿菌的侵入素則不涉及這種機制，因此選擇B作為正確答案。
72,引起腸胃炎的大腸桿菌（E. Coli）與其致病機轉間的配對，何者最不適當？,Enterotoxigenic E.coli(ETEC)：產生腸毒素，導致水分及電解質流失,Enteropathogenic E.coli(EPEC)：細菌附着到小腸上皮後造成附著和抹殺(A/E，Attachment/Effacement）組織病理變化，破壞微絨毛,Shiga toxin-producing E.coli(STEC)：產生志貿毒素stx1 或Stx2 毒素,Enteroinvasive E.coli(EIEC)：細菌在小腸上皮細胞上產生如堆疊磚塊般(”stacked-brick”)的聚集黏附，減少液體吸收,D,(D) stacked-brick 聚集黏附其實是EAEC (Enteroaggregative E. coli)的特徵 EIEC：應是侵入腸黏膜造成發炎，類似Shigella,微免學V1 消化系統之細菌感染(I) 張仲羽,大腸桿菌的不同類型具有不同的致病機制。選項D中的描述將Enteroinvasive E.coli (EIEC)的特徵錯誤地與Enteroaggregative E.coli (EAEC)混淆。EIEC主要通過侵入腸道上皮細胞來引起炎症，類似於志賀氏桿菌，而EAEC則以堆疊磚塊的方式附著於腸道上皮，這是其特有的病理特徵。因此，選擇D作為不適當的配對。
73,有關志賀氏桿菌（Shigella）的敘遠，下列何者最不適當？,人類是此菌唯一的宿主,傳染性高，造成腸胃道感染所需菌量低(100~200 個),產生的 Shiga toxin 為超級抗原(superantigen)可引發膜瀉,具有侵犯性，會侵入腸道細胞並在細胞問擴散,C,(C) Shiga toxin 不是Superantigen，而是抑制60S 核糖體、阻止蛋白質合成,微免學V1 消化系統之細菌感染(I) 張仲羽,志賀氏桿菌是一種高度傳染性的病原菌，主要通過少量的細菌即可引起感染。選項C的描述不正確，因為Shiga toxin並不是超級抗原，而是通過抑制60S核糖體來阻止蛋白質合成，這導致細胞死亡和腸道損傷。其他選項正確地描述了志賀氏桿菌的宿主特性、傳染性以及其侵入腸道細胞的能力，因此選擇C作為不適當的敘述。
74,有關傷寒沙門氏桿菌(Salmonella Typhi)的敘送，下到何者最不適當？,是人類病原菌，以人為宿主，可在人體的吞噬細胞內存活並繁殖,傷寒病人發病第一週，血液培養通常可呈現陽性,無症狀的傷寒沙門氏桿菌(Salmonella Typhi)帶原者如傷寒瑪莉(Typhoid Mary)，通常細菌最常躲在帶原者的肝臟中,被用以製成疫苗的Vi 抗原所含的成分是莢膜多醣體(capsular polysaccharides),C,(C)慢性帶原者(如Typhoid Mary)主要藏在膽囊（gallbladder），不是肝臟,微免學V1 消化系統之細菌感染(I) 張仲羽,傷寒沙門氏桿菌是一種專門感染人類的病原菌，能在宿主的吞噬細胞內存活並繁殖。選項C的描述不正確，因為慢性帶原者如傷寒瑪莉主要藏匿於膽囊，而非肝臟。這一點對於理解傷寒的傳播和控制至關重要。其他選項正確地描述了傷寒沙門氏桿菌的特性和行為，因此選擇C作為不適當的敘述。
75,下列有關幽門螺旋桿菌(Helicobacter pylori)的敘述，何者最不過當？,可在大氣環境(含約20%氧氣)和一般細菌培養基上培養,能產生尿素酶(urease)以避免菌體被胃酸破壞,可能會導致胃潰瘍(gastric ulcer)或十二指腸潰瘍 (duodenal ulcer),針對此菌的呼氣測試是檢测此菌的尿素酶(urease)活性，偵測的氣體為二氧化碳(CO2)，是一種非侵入性的檢驗方法，有不錯的敏感度及專一性,A,(A) H. pylori 屬微需氧菌（microaerophilic），不能在一般含20%氧氣環境生長，需特殊培養基,微免學V1 消化系統之細菌感染(I) 張仲羽,幽門螺旋桿菌是一種微需氧菌，這意味著它需要低於正常大氣中的氧氣濃度來生長。選項A的描述不正確，因為H. pylori無法在含有20%氧氣的環境中生長，這需要特殊的培養條件。其他選項正確地描述了其生物學特性及臨床檢測方法，因此選擇A作為不適當的敘述。
76,下列有關霍亂弧菌(Vibrio cholerae)的敘述，何者最不適當？,其有端鞭毛，氧化酶(Oxidase)陽性，對胃酸敏感,產生之霍亂毒素(cholera toxin)為A-B 毒素(A-B toxin),霍亂毒素之B subunit 與腸道上皮細胞的ganglioside GMI receptor 結合，Asubunit活化腺嘌呤基鹽環化醇(adenylate cyclase),造成嚴重腹瀉的主因是細菌贷入並破壞大腸表皮，遠成黏膜潰瘍發炎,D,(D)霍亂弧菌不侵犯腸黏膜，也不造成潰瘍。腹瀉主要來自毒素促進腸液分泌,微免學V1 消化系統之細菌感染(I) 張仲羽,霍亂弧菌是一種引起嚴重腹瀉的病原菌，其主要致病機制是通過產生霍亂毒素來促進腸道液體的分泌。選項D的描述不正確，因為霍亂弧菌並不直接侵犯腸黏膜或造成潰瘍，而是通過毒素的作用來引起腹瀉。這一點對於理解霍亂的病理生理至關重要，其他選項正確地描述了霍亂弧菌的特性和作用機制，因此選擇D作為不適當的敘述。
77,金黃色葡萄球菌(Staphylococcus aureus)所造成之食物中毒，下列敘述何者最不適當？,由不具耐熱性的 enterotoxin B 引起,疾病潛伏期平均約4 小時,症狀消失快，大約24 小時會消失,治療主要是緩解症狀，不使用抗生素,A,(A) Staphylococcus aureus 食物中毒是耐熱(heat-stable)的enterotoxin 造成,微免學V1 消化系統之細菌感染(I) 張仲羽,金黃色葡萄球菌引起的食物中毒主要是由其產生的耐熱性腸毒素引起的，這意味著即使食物經過加熱，毒素仍然可以存活並引起中毒。選項A的描述不正確，因為enterotoxin B實際上是耐熱的。其他選項正確地描述了金黃色葡萄球菌食物中毒的潛伏期和症狀，因此選擇A作為不適當的敘述。
78,關於Bacillus cereus 的敍述，下列何者最不適當？,普遍存在於世界各地的土壤，大多數環境中可發現此菌,腹瀉型食物中毒與食入受汙染的米飯最相關,對熱穩定的腸毒素(heat-stable enterotoxin)cereulide 可造成嘔吐型食物中毒,可造成眼球感染，例如桿菌型全眼球炎(Bacillus panophthalmitis),B,(B)腹瀉型食物中毒與食入受汙染的肉類、蔬菜、醬汁最相關，嘔吐型才是與食入受汙染的米飯最相關,微免學V1 消化系統之細菌感染(I) 張仲羽,Bacillus cereus是一種常見於土壤中的細菌，能夠引起食物中毒。選項B的描述不正確，因為腹瀉型食物中毒通常與受污染的肉類、蔬菜或醬汁有關，而嘔吐型食物中毒則主要與受污染的米飯有關。這一點對於理解Bacillus cereus的致病機制至關重要。其他選項正確地描述了Bacillus cereus的環境分佈和其他致病特徵，因此選擇B作為不適當的敘述。
79,下列描述與其最可能的病原菌間的配對，何者最不適當？,吃漢堡及生菜沙拉後，出現出血性腹瀉症狀，且可能併發溶血性尿毒症(hemolytic uremic syndrome)的病原菌：腸聚集性大腸桿菌(Enteroaggregative E.coli; EAEC),需在微需氧(microaerophilic)環境下生長，感染會引起腸胃炎(gastroenteritis)，可能引起Guillain-Barré syndrome 的病原菌：空腸曲狀桿菌(Campylobacter jejuni),桿菌性痢疾(bacillary dysentery)的主要病原菌：志賀氏桿菌(Shigella),肝硬化病史的病人，因傷口接觸海水後感染，出現紅腫與水泡(bullae)，且引起組織壞死(tissue necrosis)甚至敗血症的病原菌：創傷弧菌(Vibrio vulnificus),A,(A) 吃漢堡及生菜沙拉後，出現出血性腹瀉症狀，且可能併發溶血性尿毒症(hemolytic uremic syndrome)的病原菌應該是志賀毒性大腸桿菌(Shiga toxin-producing E.coli; STEC),微免學V1 消化系統之細菌感染(I) 張仲羽,選項A的描述不正確，因為引起出血性腹瀉和可能併發溶血性尿毒症的病原菌應該是志賀毒性大腸桿菌(STEC)，而不是腸聚集性大腸桿菌(EAEC)。EAEC主要引起水樣腹瀉，而STEC則與出血性腹瀉密切相關。其他選項正確地描述了各自病原菌的特徵和相關疾病，因此選擇A作為不適當的配對。
80,下列病原菌的敍述，何者最不適當？,Bacillus cereus 產生的heat-labile enterotoxin 能刺激腸道上皮細胞的adenylate cyclase-cAMP 系統,腸炎耶爾森氏菌(Yersinia enterocolitica)是人畜共通菌(zoonotic)，可用冷增菌法培養,腸炎弧菌(Vibro parahaemolyticus)產生熱不安定性腸毒素(heat-labile enterotoxin)引起食物中毒,幽門螺旋桿菌(Helicobacter pylori)以人類為其主要宿主，糞口途徑(fecal-oral route)為可能的傳染方式,C,(C) 腸炎弧菌(Vibro parahaemolyticus)產生熱安定性腸毒素(heat-stable enterotoxin)，又叫Kanagawa hemolysin(神奈川溶血素)，引起食物中毒,微免學V1 消化系統之細菌感染(I) 張仲羽,腸炎弧菌(Vibro parahaemolyticus)是一種革蘭氏陰性細菌，主要存在於海洋環境中，尤其是生鮮海產品中。它產生的熱安定性腸毒素（heat-stable enterotoxin）是其致病機制之一，能引起食物中毒，導致腹瀉和其他腸道症狀。選項C的描述不正確，因為腸炎弧菌產生的是熱安定性腸毒素，而非熱不安定性腸毒素。這一點在臨床上非常重要，因為了解病原菌的特性有助於正確診斷和治療相關的食物中毒事件。
81,下列病原菌的敍述，何者最不適當？,產氣單胞桿菌(Aeromonas)廣存於淡水及鹹水中，可引起腹瀉或傷口感染，對Penicillin 具抗藥性,沙門氏菌容易汙染雞肉、雞蛋和乳製品，引起腸胃炎(食物中毒),幽門螺旋桿菌(Helicobacter pylori) cagA (cytotoxin-associated gene A)陽性菌株的感染被認為與導致胃癌的高風險有關,Staphylococcus aureus 與導致pseudomembranous enterocolitis 無關,D,S. aureus 的Enterotoxin B 會引起偽膜性腸炎,微免學V1 消化系統之細菌感染(I) 張仲羽,Staphylococcus aureus是一種常見的病原菌，能產生多種毒素，其中Enterotoxin B是引起偽膜性腸炎的主要原因之一。這種毒素能夠刺激腸道，導致嚴重的腹瀉和腸道炎症。選項D的描述不正確，因為S. aureus確實與偽膜性腸炎有關，特別是在食物中毒的情況下。了解這些病原菌的特性及其引起的疾病對於臨床診斷和治療至關重要。
82,關於艱難梭狀芽胞桿菌（Clostridioides difficile）感染之敍述，下列何者錯誤？,常發生於廣效性抗生素使用後造成腸道菌相失衡,臨床表現可包含偽膜性腸炎(pseudomembranous colitis),主要毒力因子包括TcdA/B，可葡萄糖基化Rho family GTPases，造成腸道上皮細胞損傷,所有病例皆屬於外源性感染,D,(D) 感染來源除了外源性，還包括內源性，例如本身腸道已有C. difficile，服用抗生素後失去菌叢平衡而發病,微免學V2 消化系統之細菌感染(II) 萬彩玟,艱難梭狀芽胞桿菌（Clostridioides difficile）是一種常見的腸道病原菌，特別是在使用廣效性抗生素後，腸道菌群失衡時容易引發感染。選項D的描述不正確，因為C. difficile的感染來源不僅限於外源性，內源性感染也很常見，尤其是當患者的腸道內已存在該菌株時。這種情況下，抗生素的使用會導致正常菌群的抑制，促使C. difficile過度增殖，進而引發偽膜性腸炎等臨床症狀。
83,關於鬆脆桿菌（Bacteroides fragilis）之特性，下列何者正確？,為革蘭氏陽性厭氧桿菌,不具莢膜結構,常具有β-lactamase 活性,可形成芽胞,C,(A) 革蘭氏陰性厭氧桿菌，不是陽性 (B) 具有莢膜，為重要毒力因子 (D) 不會形成芽胞,微免學V2 消化系統之細菌感染(II) 萬采玟,鬆脆桿菌（Bacteroides fragilis）是一種革蘭氏陰性厭氧桿菌，廣泛存在於人類腸道中。它的特性之一是常具有β-lactamase活性，使其對許多β-lactam類抗生素具有抗藥性。選項C的描述正確，因為這種活性使得B. fragilis在臨床感染中成為一個重要的病原體。其他選項的描述均不正確，因為B. fragilis實際上是革蘭氏陰性且具有莢膜結構，並且不會形成芽胞。了解這些特性對於臨床治療和抗生素選擇至關重要。
84,關於產氣莢膜桿菌(Clostridium perfringens)之特性，下列何者錯誤？,為革蘭氏陽性厭氧芽胞桿菌,α toxin 具有phospholipase C 活性,常與氣性壞疽(gas gangrene)相關,主要依toxin A 與toxin B 分型,D,(D) 主要依alpha(α) toxin，beta(β) toxin，theta(θ) toxin 分型,微免學V2 消化系統之細菌感染(II) 萬采玟,產氣莢膜桿菌（Clostridium perfringens）是一種革蘭氏陽性厭氧芽胞桿菌，常見於氣性壞疽等感染中。選項D的描述不正確，因為C. perfringens的分型主要依賴於其產生的毒素，包括α毒素、β毒素和θ毒素，而不是僅依賴於toxin A和toxin B。了解這些毒素的特性對於診斷和治療C. perfringens感染至關重要，因為這些毒素在其致病機制中扮演著關鍵角色。
85,下列何者病毒不會造成消化系統感染?,諾羅病毒(Norovirus),腸病毒(Enterovirus),輪狀病毒(Rotavirus),科羅拉多蜱傳染症病毒(Coltivirus),D,(D),微免學V3 消化系統病毒感染 蘇倍儀,科羅拉多蜱傳染症病毒（Coltivirus）是一種由蜱蟲傳播的病毒，主要引起全身性發熱疾病，並不屬於消化系統感染。相對而言，諾羅病毒（Norovirus）、腸病毒（Enterovirus）和輪狀病毒（Rotavirus）均為常見的消化系統感染病原體，能引起急性腸胃炎和腹瀉等症狀。了解這些病毒的傳播途徑和致病機制對於預防和控制消化系統感染至關重要。
86,有關諾羅病毒(Norovirus)的敘述，下列何者錯誤?,可經污染食物傳播,潛伏期通常很長(2-3 週),常引起嘔吐與水瀉,可造成群聚感染,B,(B)錯誤：諾羅病毒的潛伏期非常短，通常為12 至48 小時(1-2 天)，大約兩天後可恢復，屬於自限性疾病，而非2-3 週的長潛伏期,微免學V3 消化系統病毒感染 蘇倍儀,諾羅病毒（Norovirus）是一種極具傳染性的病毒，常見於食物污染和水源污染中。它的潛伏期通常非常短，僅為12至48小時，這使得它能迅速在群體中傳播。選項B的描述不正確，因為諾羅病毒的潛伏期並不長，且其主要臨床表現為劇烈的嘔吐和水瀉，通常在感染後的幾天內自限性恢復。了解諾羅病毒的特性對於控制疫情和制定公共衛生措施至關重要。
87,關於腺病毒(Adenovirus)特性與感染，下列何者為誤?,引發腸胃道感染的腺病毒(Adenovirus)以Type 40&41 為主,可引起呼吸道與腸胃道感染,為DNA 病毒，不具有外套膜,僅感染免疫缺陷患者,D,(D)錯誤：腺病毒普遍感染免疫正常的健康人群(特別是兒童與密集接觸的軍隊新兵)，並非「僅」感染免疫缺陷患者。不過在免疫缺陷患者中，感染確實可能導致嚴重的全身播散性疾病,微免學V3 消化系統病毒感染 蘇倍儀,腺病毒（Adenovirus）是一種常見的病毒，能引起多種感染，包括呼吸道和腸胃道感染。特別是Type 40和41型腺病毒是引發腸胃道感染的主要類型。選項D的描述不正確，因為腺病毒不僅感染免疫缺陷患者，還能感染健康人群，尤其是兒童和密集接觸的軍隊新兵。了解腺病毒的傳播途徑和感染特性對於公共衛生和臨床治療至關重要。
88,Erythromycin 促進胃排空之機轉為?,刺激motilin receptor,阻斷dopamine receptor,抑制acetylcholinesterase,活化opioid receptor,A,記憶題,藥理學V1 消化系統藥理學(I) 林凡立,紅黴素（Erythromycin）是一種巨環類抗生素，除了其抗菌作用外，還具有促進胃排空的功能。其機轉主要是通過刺激胃腸道中的motilin受體，誘導移行性運動複合波（MMC）的產生，從而促進胃的排空。這一特性使得紅黴素在臨床上被用於治療糖尿病胃輕癱等病症，幫助改善胃排空的問題。其他選項的機轉則與促進胃排空無關，因此選擇A為正確答案。
89,下列何者為H. pylori 三合一療法常見組合?,PPI + amoxicillin + clarithromycin,H2 blocker + metronidazole + aspirin,PPI + sucralfate + misoprostol,Bismuth + famotidine + aspirin,A,記憶題(常考)共筆畫星星,藥理學V1 消化系統藥理學(I) 林凡立,幽門螺旋桿菌（H. pylori）感染的治療通常採用三合一療法，其中最常見的組合是質子泵抑制劑（PPI）、阿莫西林（amoxicillin）和克拉霉素（clarithromycin）。這一組合能有效抑制H. pylori的生長，並促進潰瘍的癒合。其他選項中的組合並不符合H. pylori的標準治療方案，特別是阿斯匹靈和黏膜保護劑並不具備抗菌效果，因此選擇A為正確答案。
90,下列何者為misoprostol 的主要作用機轉?,阻斷dopamine D2 receptor,活化motilin receptor,為PGE1 analog，增加mucus 與bicarbonate secretion,抑制H+/K+-ATPase,C,"記憶題
(A)阻斷dopamine D2 receptor：為Metoclopramide 的機轉
(B)活化motilin receptor：為Erythromycin 的機轉
(C)為PGE1 analog，增加mucus 與bicarbonate secretion：Misoprostol 是一種人工合成的Prostaglandin E1 (PGE1)類似物。它能活化胃黏膜上皮細胞的前列腺素受體，促進黏液(mucus)與碳酸氫根離子(bicarbonate)的分泌，同時結合在壁細胞上抑制胃酸分泌，臨床上常用於專門預防NSAIDs 藥物所引起的胃潰瘍
(D)抑制 H+/K+-ATPase：這是PPI(如Omeprazole)的機轉",藥理學V1 消化系統藥理學I 林凡立,Misoprostol是一種合成的前列腺素E1類似物，主要用於保護胃黏膜，尤其是在使用非類固醇抗炎藥（NSAIDs）時。其主要作用機制是通過活化胃黏膜上皮細胞的前列腺素受體，促進黏液和碳酸氫根的分泌，這有助於中和胃酸並保護胃壁。此外，Misoprostol還能抑制胃酸的分泌，這使其在預防NSAIDs引起的胃潰瘍方面非常有效。相對於其他選項，Misoprostol的作用機制是獨特且專一的，這使得它在臨床上具有重要的應用價值。
91,下列何者最適合用於hepatic encephalopathy 以降低血中ammonia?,Bisacodyl,Psyllium,Lactulose,Mineral oil,C,"記憶題(A)、(B)、(D)錯誤：Bisacodyl(刺激性瀉劑)、Psyllium(膨脹性/容積性瀉劑)與Mineral oil(潤滑性瀉劑)雖有通便效果，但無法專一性降低血氨
(C) Lactulose：乳果糖(Lactulose 屬於滲透性瀉劑)是治療肝性腦病變(Hepatic encephalopathy)的首選藥物，降低血氨的核心機轉如下：
1.酸化腸道：Lactulose 在大腸內被細菌分解為乳酸與醋酸，降低腸道pH值
2.離子陷阱(Ammonia trapping)：在酸性環境下，具高吸收性的氨NH3+(ammonia)會轉化為不具吸收性、帶正電的銨離子NH4+(ammonium)，將氨鎖在腸道中無法被腸壁再吸收
3.促進排出：其本身具備滲透性瀉劑的效果，能加速將這些含氮廢物隨糞便排出體外，進而有效調降血氨濃度",藥理學V1 消化系統藥理學I 林凡立,Lactulose是一種合成的二糖，主要用於治療肝性腦病變（hepatic encephalopathy）。其作用機制主要是通過在腸道內酸化環境來降低血中氨的濃度。當Lactulose在腸道中被細菌分解時，會產生乳酸和醋酸，這些酸性物質降低腸道的pH值，促使氨（NH3）轉化為不易被吸收的銨離子（NH4+）。這樣一來，氨就無法被腸壁再吸收，並隨著糞便排出體外。此外，Lactulose本身也具有滲透性瀉劑的特性，能促進腸道排便，進一步降低血氨濃度。因此，Lactulose是治療肝性腦病變的首選藥物。
92,Metoclopramide 最可能造成下列何種副作用?,QT shortening,Extrapyramidal symptoms (EPS),Hyperglycemia,Hearing loss,B,"Metoclopramide 為D2 receptor antagonist。會阻斷中樞紋狀黑質體路徑的D2 受體，導致節後乙醯膽鹼(Ach)大量釋放，引發肌肉運動功能失調的錐體外症候群(Extrapyramidal symptoms, EPS)
(A) QT shortening 是巨環類抗生素(如Erythromycin)之副作用",藥理學V1 消化系統藥理學I 林凡立,"Metoclopramide是一種多巴胺D2受體拮抗劑，主要用於治療胃腸道運動障礙和噁心嘔吐。其副作用之一是錐體外症候群（Extrapyramidal symptoms, EPS），這是由於其對中樞神經系統的影響，特別是對多巴胺系統的干擾。當Metoclopramide阻斷D2受體時，會導致乙醯膽鹼的釋放增加，進而引發運動功能失調的症狀，如肌肉僵硬、震顫和不自主運動。這些副作用在長期使用或高劑量時更為明顯，因此在使用Metoclopramide時需謹慎監測患者的運動功能。"
93,下列何者可用於bile acid-related diarrhea?,Cholestyramine,Sucralfate,Omeprazole,Misoprostol,A,"Cholestyramine 屬於膽酸結合樹脂(Bile salt-binding resins)，可與膽酸結合形成不可溶物質隨糞便排出
(B) Sucralfate：物理性胃黏膜保護劑
(C) Omeprazole：質子幫浦抑制劑(PPI)
(D) Misoprostol：PGE1 類似物，常用於NSAIDs 引起的潰瘍",藥理學V1 消化系統藥理學I 林凡立,Cholestyramine是一種膽酸結合樹脂，主要用於治療膽酸相關的腹瀉。其作用機制是通過與腸道中的膽酸結合，形成不溶性複合物，隨糞便排出體外，從而減少腸道中的膽酸濃度，降低腹瀉的發生。這種藥物特別適用於那些因膽酸過多而導致的腹瀉患者。相對於其他選項，Cholestyramine的作用是專一的，並且在臨床上被廣泛應用於膽酸相關的腸道問題。
94,下列何者為diarrhea-predominant IBS 女性患者常用之藥物?,Lubiprostone,Alosetron,Prucalopride,Psyllium,B,"Alosetron 為5-HT3 receptor antagonist，能阻斷周邊神經以減緩腸道收縮並緩解疼痛，專門核准用於女性的腹瀉型腸躁症(IBS-D)
(A) Lubiprostone：活性氯離子通道促進劑(CIC-2 stimulator)，用於便秘型腸躁症(IBS-C)
(C) Prucalopride：5-HT4 receptor agonist，促進ACh 釋放以治療慢性便秘
(D) Psyllium：車前子，屬於容積性瀉劑(Bulk-forming laxatives)",藥理學V1 消化系統藥理學I 林凡立,Alosetron是一種5-HT3受體拮抗劑，專門用於治療女性的腹瀉型腸躁症（IBS-D）。其作用機制是通過阻斷腸道中的5-HT3受體，減少腸道的運動性，從而緩解腹痛和腹瀉的症狀。這種藥物的使用受到嚴格的監管，因為它可能會引起嚴重的副作用，如缺血性結腸炎，但在適當的患者中，它能顯著改善生活質量。相對於其他選項，Alosetron在治療IBS-D方面的效果是獨特且有效的。
95,下列何者常與5-HT3 antagonists 及corticosteroids 合併使用以預防delayed chemotherapy-induced nausea and vomiting (CINV)?,Diphenhydramine,Metoclopramide,Aprepitant,Hyoscine,C,Aprepitant 屬於Neurokinin (NK1) receptor antagonist (-pitant)，能阻斷中樞(CTZ 與嘔吐中樞)的NK1 受體，常與5-HT3 拮抗劑及類固醇三合一併用以預防化療引起的遲發性嘔吐(delayed CINV),藥理學V1 消化系統藥理學I 林凡立,Aprepitant是一種神經激素（NK1）受體拮抗劑，主要用於預防化療引起的延遲性噁心和嘔吐（CINV）。它通過阻斷中樞神經系統中的NK1受體，減少嘔吐反射的發生。通常，Aprepitant會與5-HT3受體拮抗劑和類固醇聯合使用，以增強抗噁心的效果。這種聯合療法能有效減少化療後的噁心和嘔吐，改善患者的治療體驗。相對於其他選項，Aprepitant在CINV的預防中具有重要的臨床意義。
