id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
48,下列敘述何者最不適當？,吃漢堡及生菜沙拉後，出現出血性腹瀉症狀，且可能併發溶血性尿毒症(hemolytic uremic syndrome)的病原菌，最有可能是產志賀氏毒素大腸桿菌 STEC (Shiga toxin-producing E. coli),肝硬化病史的病人，因傷口接觸海水後感染，出現紅腫與水泡(bullae)，且引起組織壞死(tissue necrosis)甚至敗血症，最可能的病原是創傷弧菌(Vibrio vulnificus),蠟狀桿菌(Bacillus cereus) 普遍存在於環境土壤中，可能造成眼球感染，例如桿菌型全眼球炎(Bacillus panophthalmitis),志賀氏桿菌(Shigella)主要由帶菌的家禽或家畜直接傳染給人，且感染需要超過100000000的菌量,D,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識  
在臨床醫學中，了解病原菌的特性及其引起的疾病是診斷與治療的基礎。以下是對考古題中各選項的詳細解析。

(A) 吃漢堡及生菜沙拉後，出現出血性腹瀉症狀，且可能併發『溶血性尿毒症』(hemolytic uremic syndrome)的病原菌，最有可能是『產志賀氏毒素大腸桿菌』(STEC)  
- STEC 是一種常見的食源性病原菌，通常與未煮熟的牛肉或受污染的生菜有關。  
- 此菌可引起出血性腹瀉，並可能導致溶血性尿毒症，特別是在兒童中。  
- 此選項描述正確，符合病原菌的特性。

(B) 肝硬化病史的病人，因傷口接觸海水後感染，出現紅腫與水泡(bullae)，且引起『組織壞死』(tissue necrosis)甚至『敗血症』，最可能的病原是『創傷弧菌』(Vibrio vulnificus)  
- 創傷弧菌是一種與海水相關的病原菌，常見於肝硬化患者，因其免疫力低下而易感染。  
- 此菌可引起嚴重的皮膚感染，並可能導致敗血症。  
- 此選項描述正確，符合病原菌的特性。

(C) 蠟狀桿菌(Bacillus cereus)普遍存在於環境土壤中，可能造成『眼球感染』，例如『桿菌型全眼球炎』(Bacillus panophthalmitis)  
- 蠟狀桿菌確實存在於土壤中，並可引起食物中毒及眼部感染。  
- 雖然其引起眼球感染的案例相對少見，但仍有文獻報導。  
- 此選項描述雖然不常見，但並不完全錯誤。

(D) 志賀氏桿菌(Shigella)主要由帶菌的家禽或家畜直接傳染給人，且感染需要超過『100000000』的菌量  
- 志賀氏桿菌主要透過『糞口途徑』傳播，通常是通過受污染的水或食物，而非直接由家禽或家畜傳染。  
- 此外，志賀氏桿菌的感染所需的菌量相對較低，通常在數十至數百個細菌即可引起感染。  
- 此選項描述不正確，故為最不適當的選項。

總結：選項 (D) 為最不適當的敘述，因為其對志賀氏桿菌的傳播途徑及感染劑量的描述均不正確。"
49,關於艱難梭狀芽胞桿菌(Clostridium difficile)的敘述，下列何者最不適當？,疾病經常是因長期使用抗生素，造成腸道菌群改變所引起,偽膜性腸炎(pseudomembranous colitis)的致病菌,可用甲硝達唑(Metronidazole)或萬古黴素(Vancomycin)治療,糞便移植(fecal transplantation)通常不具療效,D,,消化系統之細菌感染(II) 張仲羽,"📖 chatGPT 學長背景知識  
艱難梭狀芽胞桿菌（Clostridium difficile）是一種常見的腸道病原菌，主要引起抗生素相關的腸道感染。其感染通常與腸道菌群的失衡有關，特別是在長期使用抗生素的患者中。以下是對題目的詳細解析：

1. **選項分析**  
   (A) 疾病經常是因長期使用『抗生素』，造成腸道『菌群』改變所引起  
   - 正確。艱難梭狀芽胞桿菌的感染通常發生在使用抗生素後，因抗生素會改變腸道的正常菌群，讓艱難梭狀芽胞桿菌有機會過度生長。

   (B) 偽膜性腸炎（pseudomembranous colitis）的致病菌  
   - 正確。艱難梭狀芽胞桿菌是偽膜性腸炎的主要致病菌，這種病症的特徵是腸道內形成假膜。

   (C) 可用『甲硝達唑』(Metronidazole)或『萬古黴素』(Vancomycin)治療  
   - 正確。這兩種藥物是治療艱難梭狀芽胞桿菌感染的標準療法，尤其是萬古黴素對於重症病例更為有效。

   (D) 糞便移植（fecal transplantation）通常不具療效  
   - 錯誤。糞便移植是治療艱難梭狀芽胞桿菌感染的一種有效方法，特別是在反覆感染的患者中，能夠恢復正常的腸道菌群。

2. **結論**  
根據上述分析，選項 (D) 是最不適當的敘述，因為糞便移植在臨床上已被證實對艱難梭狀芽胞桿菌感染具有療效。"
50,下列敘述何者最不適當？,產氣莢膜梭菌(Clostridium perfringens) 食物中毒多是由A型菌株分泌腸毒素(enterotoxin)所導致,產氣莢膜梭菌(Clostridium perfringens)引起壞死性腸炎(necrotizing enteritis)，最可能是由B型菌株分泌毒素所導致,鬆脆類桿菌(Bacteroides fragilis)可產生不耐熱(heat-labile)的鋅金屬蛋白酶(zinc metalloprotease)毒素造成腹瀉,鬆脆類桿菌(Bacteroides fragilis)具有多醣莢膜(polysaccharide capsule)，是主要的毒力因子(virulence factor),B,,消化系統之細菌感染(II) 張仲羽,"📖 chatGPT 學長背景知識  
在這道考古題中，我們需要針對四個選項進行分析，找出最不適當的敘述。題目涉及的細菌包括『產氣莢膜梭菌』和『鬆脆類桿菌』，這兩種細菌在臨床上具有重要的意義，尤其是在食物中毒和腸道感染方面。

核心觀念：  
- 產氣莢膜梭菌(Clostridium perfringens)  
  - (A) 主要由『A型菌株』分泌『腸毒素』導致食物中毒，這是正確的。  
  - (B) 『B型菌株』確實與『壞死性腸炎』相關，這也是正確的。  

- 鬆脆類桿菌(Bacteroides fragilis)  
  - (C) 產生『不耐熱的鋅金屬蛋白酶』毒素，這一點是錯誤的，因為B. fragilis的毒素主要是『耐熱的』。  
  - (D) 具有『多醣莢膜』，這是其主要的『毒力因子』，這是正確的。  

結論：  
選項 (C) 是最不適當的敘述，因為鬆脆類桿菌所產生的毒素並非不耐熱的鋅金屬蛋白酶，而是耐熱的。這使得選項 (C) 成為正確答案。"
51,下列何者說法是錯的？,呼吸道感染和病毒性胃腸炎是最常見的人類感染症,大多數急性傳染性胃腸炎是細菌性的。,病毒性胃腸炎的主要途徑是糞口傳播，而不是經呼吸道傳染。,病毒性胃腸炎的糞便，通常不存在肉眼可見的血液、黏液和白血球,B,,消化系統之病毒感染 張榮叁,"📖 chatGPT 學長背景知識  
本題主要探討『呼吸道感染』與『病毒性胃腸炎』的相關知識，特別是其病因、傳播途徑及臨床表現。以下是對各選項的詳細解析：

1. (A) 呼吸道感染和病毒性胃腸炎是最常見的人類感染症  
   - 正確。『呼吸道感染』和『病毒性胃腸炎』確實是最常見的人類感染症，尤其在兒童和老年人中更為普遍。

2. (B) 大多數急性傳染性胃腸炎是細菌性的。  
   - 錯誤。雖然細菌性胃腸炎存在，但『大多數急性傳染性胃腸炎』實際上是由『病毒』引起的，尤其是諾羅病毒和輪狀病毒。因此，這一選項的說法是錯誤的。

3. (C) 病毒性胃腸炎的主要途徑是糞口傳播，而不是經呼吸道傳染。  
   - 正確。『病毒性胃腸炎』主要透過『糞口傳播』進行，這意味著病毒通常通過受污染的食物或水進入人體，而非透過呼吸道。

4. (D) 病毒性胃腸炎的糞便，通常不存在肉眼可見的血液、黏液和白血球  
   - 正確。『病毒性胃腸炎』的糞便通常不會出現『肉眼可見的血液』或『黏液』，而且白血球的數量也通常較少，這與細菌性胃腸炎的情況不同。

結論：根據上述分析，選項(B)是錯誤的，因為大多數急性傳染性胃腸炎是由病毒引起的，而非細菌。"
52,"可透過其他途徑傳播病毒性胃腸炎的病毒，包括下列何者？1.輪狀病毒(Rotavirus), 2. 星狀病毒(Astrovirus), 3. 杯狀病毒(Calicivirus)","1, 2","1, 3","2, 3","1, 2, 3",B,,消化系統之病毒感染 張榮叁,"📖 chatGPT 學長背景知識  
本題涉及『病毒性胃腸炎』的病因及其傳播途徑，主要由多種病毒引起，常見的有『輪狀病毒』、『星狀病毒』和『杯狀病毒』。這些病毒的傳播途徑各有不同，了解其特性對於正確回答問題至關重要。

核心觀念：
- 『輪狀病毒』：主要透過『糞口途徑』傳播，常見於幼兒及嬰兒，導致急性腹瀉。
- 『星狀病毒』：同樣透過『糞口途徑』傳播，主要影響兒童，並可引起類似輪狀病毒的症狀。
- 『杯狀病毒』：也稱為『諾羅病毒』，是引起成人及兒童胃腸炎的主要病因之一，傳播途徑包括『糞口途徑』及『人際接觸』，可透過污染的食物或水源傳播。

解析選項：
- 選項 (A) 1, 2：僅包含輪狀病毒和星狀病毒，未涵蓋杯狀病毒的傳播途徑。
- 選項 (B) 1, 3：包含輪狀病毒和杯狀病毒，但未涵蓋星狀病毒。
- 選項 (C) 2, 3：僅包含星狀病毒和杯狀病毒，未涵蓋輪狀病毒。
- 選項 (D) 1, 2, 3：包含所有三種病毒，正確反映它們的傳播途徑。

結論：由於所有三種病毒都可以透過『糞口途徑』傳播，且杯狀病毒還可以透過其他途徑（如食物或水源）傳播，因此正確答案為 (D) 1, 2, 3。"
53,請問右圖切片取自何種器官？,Colon,Duodenum,Jejunum,"Stomach, fundus region",B,,消化系統組織學實驗(I) 張瀛双,"📖 chatGPT 學長背景知識  
本題考察的是對於消化系統器官切片的識別能力，特別是腸道及胃部的組織學特徵。

核心觀念：  
- **Colon（結腸）**  
  - 組織特徵：有『腺體』，但『絨毛』缺乏。  
  - 內壁有『黏膜』層，且腺體較為密集。  
  - 主要功能為『水分吸收』及『糞便形成』。

- **Duodenum（十二指腸）**  
  - 組織特徵：有『絨毛』及『腺體』，特別是『布魯納腺』。  
  - 內壁有『腸絨毛』，可見『腸腺』。  
  - 主要功能為『消化』及『吸收』。

- **Jejunum（空腸）**  
  - 組織特徵：有『絨毛』，且『絨毛』較長且密集。  
  - 內壁有『腸腺』，但『布魯納腺』缺乏。  
  - 主要功能為『吸收』營養。

- **Stomach, fundus region（胃，底部區域）**  
  - 組織特徵：有『胃腺』，且『腺體』較為豐富。  
  - 內壁有『皺摺』，且可見『主細胞』及『壁細胞』。  
  - 主要功能為『消化食物』及『分泌胃酸』。

解析：  
要判斷切片來源，需觀察組織特徵。若切片中可見『絨毛』，則可能是『十二指腸』或『空腸』；若切片中有『胃腺』且無『絨毛』，則可能是『胃』的切片；若切片中有『腺體』但無『絨毛』，則可能是『結腸』。根據這些特徵，選擇正確的答案。"
54,請問右圖切片取自何種器官？,Pancreas,Jejunum,Gallbladder,Liver,C,,消化系統組織學實驗(II) 林含貞、張瀛双,"📖 chatGPT 學長背景知識  
本題旨在考察對於不同器官組織切片的識別能力，特別是其組織學特徵。以下是對選項的分析：

1. **胰臟 (Pancreas)**  
   - 組織特徵：含有『胰島』和『外分泌腺』，可見『腺泡』結構。
   - 主要功能：分泌消化酶及內分泌激素（如胰島素）。

2. **空腸 (Jejunum)**  
   - 組織特徵：有『絨毛』和『腸腺』，腸道內壁呈現複雜的折疊結構。
   - 主要功能：進行食物的消化與吸收。

3. **膽囊 (Gallbladder)**  
   - 組織特徵：內壁有『皺摺』，且上皮細胞為『柱狀上皮』，無腺體。
   - 主要功能：儲存及濃縮膽汁。

4. **肝臟 (Liver)**  
   - 組織特徵：由『肝小葉』組成，含有『肝細胞』及『血窩』，可見『中央靜脈』。
   - 主要功能：代謝、解毒及合成蛋白質。

結論：根據上述組織特徵的比較，若切片中可見『肝小葉』結構及『中央靜脈』，則該切片取自肝臟。若切片中有『腺泡』，則為胰臟；若有『絨毛』，則為空腸；若有『皺摺』且無腺體，則為膽囊。

因此，根據切片的特徵，正確答案為 (D) Liver。"
55,請問右圖箭頭所指為何種細胞？,Parietal cells,Chief cells,Kupffer cells,Centroacinar cells,A,,消化系統組織學實驗(I) 張瀛双,"📖 chatGPT 學長背景知識  
本題涉及細胞的識別，特別是消化系統中的細胞類型。了解各種細胞的功能及其在組織中的位置對於正確回答問題至關重要。

核心觀念：
- 『Parietal cells』：位於胃的內壁，主要功能是分泌『鹽酸』和『內因子』，對於食物消化及維生素B12的吸收至關重要。
- 『Chief cells』：同樣位於胃，主要負責分泌『胃蛋白酶原』，這是一種消化酶的前體，能在酸性環境中轉化為活性形式。
- 『Kupffer cells』：肝臟中的巨噬細胞，主要功能是吞噬病原體和清除血液中的廢物，與肝臟的免疫功能密切相關。
- 『Centroacinar cells』：位於胰腺的腺泡內，主要參與分泌胰液，對於消化過程中的酶分泌有重要作用。

解析：
根據題目所提供的選項，首先需要確認圖中細胞的特徵。若圖中細胞位於胃部，則可能是『Parietal cells』或『Chief cells』；若位於肝臟，則為『Kupffer cells』；若在胰腺，則為『Centroacinar cells』。因此，正確答案取決於細胞的具體位置及其形態特徵。

結論：
若圖中細胞的特徵符合胃內壁細胞，則選擇『Parietal cells』或『Chief cells』；若為肝臟細胞，則選擇『Kupffer cells』；若為胰腺細胞，則選擇『Centroacinar cells』。根據細胞的具體位置和功能，選擇正確的答案。"
56,請問右圖切片取自何種器官？,Pancreas,Jejunum,Gallbladder,Liver,D,,消化系統組織學實驗(I) 張瀛双,"📖 chatGPT 學長背景知識  
本題考察的是對於組織切片的識別能力，特別是針對消化系統器官的結構特徵。了解各器官的組織學特徵對於臨床診斷及病理學研究至關重要。

核心觀念：  
- 『胰臟』(Pancreas)  
  - 組織特徵：含有『腺體』細胞，分泌『胰液』，有『胰島』結構，通常呈現不規則的腺體形狀。  
  - 主要功能：消化酶的分泌及血糖調節。  

- 『空腸』(Jejunum)  
  - 組織特徵：有『絨毛』及『微絨毛』，增加吸收面積，腸道壁較薄，內部有『腸腺』。  
  - 主要功能：營養物質的吸收。  

- 『膽囊』(Gallbladder)  
  - 組織特徵：內壁有『黏膜』皺摺，主要由『平滑肌』組成，無腺體結構。  
  - 主要功能：儲存及濃縮『膽汁』。  

- 『肝臟』(Liver)  
  - 組織特徵：由『肝小葉』組成，含有『肝細胞』及『血管』，有『膽管』系統。  
  - 主要功能：代謝、解毒及合成蛋白質。  

根據上述特徵，若切片中出現『腺體』結構、無明顯的『絨毛』或『膽管』，則可能為胰臟或肝臟。若有『絨毛』則為空腸，若有『平滑肌』及『黏膜』皺摺則為膽囊。  

結論：  
若切片中主要特徵為『腺體』結構且無『絨毛』，則最有可能是『胰臟』。若有『肝小葉』結構則為『肝臟』。根據選項，需根據具體切片特徵進行判斷。"
57,關於 H. pylori，下列何者為非：,世界衛生組織 WHO 將 H. pylori列為人類胃癌第一級致癌物是根據動物實驗直接證據。,目前唯一的自然宿主只有人類。,革蘭氏陰性螺旋狀細菌。,微需氧菌，可產生尿素酶。,A,,消化性潰瘍及幽門螺旋桿菌 吳政毅,"📖 chatGPT 學長背景知識  
H. pylori（幽門螺旋桿菌）是一種與多種胃部疾病相關的細菌，包括胃炎、胃潰瘍及胃癌。了解其特性及致病機制對於臨床診斷與治療至關重要。

核心觀念：
- H. pylori 是一種『革蘭氏陰性』的『螺旋狀細菌』。
- 它是一種『微需氧菌』，在低氧環境中生長良好。
- H. pylori 能夠產生『尿素酶』，這使其能夠在胃酸環境中生存。
- 世界衛生組織（WHO）將 H. pylori 列為『第一級致癌物』，這是基於多項流行病學研究的綜合證據，而非僅僅依賴動物實驗。

解析選項：
(A) 錯誤。WHO 將 H. pylori 列為第一級致癌物的依據是基於『流行病學研究』和『臨床證據』，而非僅僅是動物實驗的直接證據。

(B) 錯誤。雖然人類是 H. pylori 的主要宿主，但並非唯一宿主，某些動物也可能攜帶類似的細菌。

(C) 正確。H. pylori 確實是一種『革蘭氏陰性』的『螺旋狀細菌』。

(D) 正確。H. pylori 是『微需氧菌』，並且能夠產生『尿素酶』，這使其能夠中和胃酸，適應胃內環境。

結論：根據以上分析，選項 (A) 為非，因為其描述不正確。"
58,關於幽門螺旋桿菌的檢查，下列何者為非,對於治療幽門螺旋桿菌後的追蹤可以用糞便抗原檢測。,治療幽門螺旋桿菌後，如使用碳13尿素呼氣法追蹤治療效果，仍可持續使用氫離子阻斷劑。,碳13尿素呼氣法可用於監測治療成功與否,快速尿素酶試驗變成紅色代表陽性，乃因為酸鹼度變化。,B,,消化性潰瘍及幽門螺旋桿菌 吳政毅,"📖 chatGPT 學長背景知識  
幽門螺旋桿菌（Helicobacter pylori）是一種與多種胃部疾病相關的細菌，包括胃炎、胃潰瘍及胃癌。檢測及追蹤其治療效果的方法多樣，主要包括糞便抗原檢測、尿素呼氣法及內視鏡檢查等。

核心觀念：  
- 幽門螺旋桿菌檢測方法包括『糞便抗原檢測』、碳13尿素呼氣法及『快速尿素酶試驗』。  
- 治療後的追蹤檢查應在『抗生素』及『質子泵抑制劑』（PPI）停用後進行，以避免假陰性結果。  
- 碳13尿素呼氣法的準確性不受『氫離子阻斷劑』影響，但在使用PPI時需謹慎。  
- 快速尿素酶試驗的陽性結果是因為『酸鹼度變化』導致顏色變化。

解析選項：  
(A) 正確。糞便抗原檢測是治療後追蹤的有效方法，能夠檢測幽門螺旋桿菌的存在。  
(B) 錯誤。治療後使用碳13尿素呼氣法時，應停止使用氫離子阻斷劑，因為這些藥物會影響檢測結果，可能導致假陰性。  
(C) 正確。碳13尿素呼氣法是一種可靠的檢測方法，可以用來監測治療的成功與否。  
(D) 正確。快速尿素酶試驗變色是由於酸鹼度的變化，當幽門螺旋桿菌存在時，會產生尿素酶，分解尿素產生氨，導致環境變鹼而變色。

結論：  
正確答案為(B)，因為在使用碳13尿素呼氣法追蹤治療效果時，應避免使用氫離子阻斷劑，以確保檢測的準確性。"
59,交感神經系統對消化道平滑肌的作用是：,促進收縮,抑制收縮,沒有明顯影響,使反應變慢,B,,消化系統生理學實驗 鄭琮霖,"📖 chatGPT 學長背景知識  
交感神經系統是自律神經系統的一部分，主要負責在壓力或危急情況下的「戰鬥或逃跑」反應。其作用通常是抑制非必要的生理功能，包括消化系統的活動。

核心觀念：  
- 交感神經系統主要透過『去甲腎上腺素』和『腎上腺素』來調節生理反應。  
- 在消化道，交感神經的刺激會導致『平滑肌』的『抑制』。  
- 交感神經的作用與『副交感神經系統』相對，後者主要促進消化道的活動。  
- 交感神經的活化會使消化道的運動變得『緩慢』，以將能量集中於其他生理需求。  

解析選項：  
(A) 促進收縮：錯誤，交感神經系統不會促進消化道平滑肌的收縮。  
(B) 抑制收縮：正確，交感神經系統會抑制消化道平滑肌的活動。  
(C) 沒有明顯影響：錯誤，交感神經系統對消化道有明顯的抑制作用。  
(D) 使反應變慢：部分正確，但不如選項(B)直接，因為主要作用是抑制收縮。  

結論：交感神經系統對消化道平滑肌的作用是『抑制收縮』，因此正確答案為(B)。"
60,在離體消化道平滑肌實驗中，使用阿托品(Atropine)作為藥物阻斷劑，主要會影響哪種神經傳導物質的作用？,去甲腎上腺素(Norepinephrine),組織胺(Histamine),血清素(Serotonin),乙醯膽鹼(Acetylcholine),D,,消化系統生理學實驗 鄭琮霖,"📖 chatGPT 學長背景知識  
阿托品是一種抗膽鹼藥物，主要用於阻斷副交感神經系統的作用。它的機制是通過競爭性抑制『乙醯膽鹼』在膽鹼受體上的結合，從而減少平滑肌的收縮。

核心觀念：  
- 阿托品的主要作用是阻斷『乙醯膽鹼』的作用。  
- 『乙醯膽鹼』是副交感神經系統的主要神經傳導物質，負責調控平滑肌的收縮。  
- 在消化道中，『乙醯膽鹼』的釋放會促進平滑肌的收縮，增加腸道蠕動。  
- 阿托品通過抑制『乙醯膽鹼』的作用，會導致平滑肌放鬆，減少腸道運動。  

選項分析：  
(A) 去甲腎上腺素：主要作用於交感神經系統，與阿托品無關。  
(B) 組織胺：主要參與過敏反應及胃酸分泌，與阿托品無直接關聯。  
(C) 血清素：雖然在腸道功能中有影響，但不是阿托品的主要作用對象。  
(D) 乙醯膽鹼：正確答案，因為阿托品專門用於阻斷其作用。  

結論：  
在離體消化道平滑肌實驗中，使用阿托品作為藥物阻斷劑，主要會影響的神經傳導物質是『乙醯膽鹼』。因此，正確答案為(D)。"
61,關於胃癌的描述下列何者為非？(1)早期胃癌如果發現有區域淋巴轉移，依然可以優先考慮內視鏡切除。(2)Linitis plastica (皮革胃)通常治療預後極佳。(3)不管胃腫瘤位置在何處，位於左胃動脈的淋巴結都是屬於第二群(group2)的淋巴結。(4)Roux-en-Y 重建方式需要做兩個位置的吻合，而Billroth II 重建方式則需要做一個位置的吻合。,1 + 2,1 + 2 + 4,2 + 3,3 + 4,A,,胃腫瘤及消化性潰瘍之外科治療 張琮琨,"📖 chatGPT 學長背景知識

- 胃癌是全球常見的惡性腫瘤之一，早期診斷與治療對預後至關重要。
- 內視鏡切除是早期胃癌的一種治療選擇，但淋巴轉移的存在會影響治療策略。
- Linitis plastica 是一種特殊類型的胃癌，通常預後不佳。
- 胃癌的淋巴結轉移分群對於手術及治療計畫有重要影響。
- Roux-en-Y 和 Billroth II 是兩種不同的胃重建手術方式，各有其吻合位置的特點。

解析：

1. **選項 (1)**：早期胃癌如果發現有區域淋巴轉移，依然可以優先考慮內視鏡切除。
   - 這個描述是『錯誤』的。雖然早期胃癌通常可以考慮內視鏡切除，但如果已經有區域淋巴轉移，則通常不建議進行內視鏡切除，因為這會影響預後及治療效果。

2. **選項 (2)**：Linitis plastica (皮革胃)通常治療預後極佳。
   - 這個描述是『錯誤』的。Linitis plastica 是一種侵襲性強的胃癌，其預後通常不佳，因為腫瘤已經廣泛浸潤胃壁，難以完全切除。

3. **選項 (3)**：不管胃腫瘤位置在何處，位於左胃動脈的淋巴結都是屬於第二群(group 2)的淋巴結。
   - 這個描述是『正確』的。左胃動脈的淋巴結確實屬於第二群淋巴結，這對於手術計畫及淋巴結清掃有重要意義。

4. **選項 (4)**：Roux-en-Y 重建方式需要做兩個位置的吻合，而 Billroth II 重建方式則需要做一個位置的吻合。
   - 這個描述是『正確』的。Roux-en-Y 重建涉及到胃與小腸的兩個吻合，而 Billroth II 則只需要一個吻合。

綜合以上分析，正確答案為 (B) 1 + 2，因為選項 1 和 2 均為錯誤描述。"
62,關於消化性潰瘍手術的描述，下列何者為非？(1)所有消化性潰瘍穿孔皆須接受手術治療(2)接受選擇性迷走神經切斷手術(selective vagotomy)後，潰瘍依舊復發可能是因為沒有保留 criminal nerve of Grassi(3)胃引流手術(gastric drainage surgery)中，以胃幽門整形手術(pyloroplasty)的長期併發症較少。(4)輸入環症候群(Afferent loop syndrome)可以接受保守性治療，不需要積極手術處理。,1 + 2,1 + 2 + 4,2 + 3,3 + 4,B,,胃腫瘤及消化性潰瘍之外科治療 張琮琨,"📖 chatGPT 學長背景知識  
消化性潰瘍是指胃或十二指腸的黏膜因為胃酸及消化酶的侵蝕而形成的潰瘍。手術治療通常在潰瘍併發症（如穿孔、出血）或藥物治療無效時考慮。以下是對題目選項的詳細解析。

1. **選項分析**  
   (1) **所有消化性潰瘍穿孔皆須接受手術治療**  
   - 錯誤。雖然大多數穿孔需要手術，但某些小的穿孔在穩定的情況下可考慮保守治療。  
   
   (2) **接受選擇性迷走神經切斷手術後，潰瘍依舊復發可能是因為沒有保留 criminal nerve of Grassi**  
   - 正確。『criminal nerve of Grassi』是負責胃酸分泌的神經，若未保留，可能導致潰瘍復發。  
   
   (3) **胃引流手術中，以胃幽門整形手術的長期併發症較少**  
   - 錯誤。『胃幽門整形手術』的長期併發症包括胃排空不良等，並不一定較少。  
   
   (4) **輸入環症候群可以接受保守性治療，不需要積極手術處理**  
   - 正確。『輸入環症候群』可通過飲食調整及藥物治療來管理，並不一定需要手術。

2. **結論**  
   根據以上分析，選項 (1) 和 (3) 是錯誤的，因此正確答案為 (A) 1 + 2。選項 (2) 和 (4) 是正確的，故不應包含在非正確選項中。

3. **正確答案**  
   (A) 1 + 2"
63,下列之敘述何者正確？a. Type B 慢性胃炎大多與基因或自體免疫相關 b. 巴瑞特氏食道(Barrett's esophagus)是逆流性食道炎(GERD)之併發症，男性有較高風險 c. 幽門桿菌(H. pylori)可導致黏膜腺體萎縮與胃癌風險上升 d. 胃內 pH 值大於4以上之時間比例越久，逆流性食道炎(GERD)癒合比例越高,a + b + c,b + c + d,a + b + d,a + c + d,B,,胃食道逆流性疾病及胃炎 郭昭宏,"📖 chatGPT 學長背景知識

- 本題涉及『慢性胃炎』、『巴瑞特氏食道』、『幽門桿菌』及『逆流性食道炎』等相關醫學知識。
- 需針對每個選項進行分析，以確定正確的敘述。

解析：

a. 『Type B 慢性胃炎』大多與『幽門桿菌感染』相關，而非基因或自體免疫。Type A 慢性胃炎則與自體免疫有關。因此此選項為錯誤。

b. 『巴瑞特氏食道』是『逆流性食道炎』的併發症，且男性確實有較高的風險。這是因為男性在發展GERD及其併發症的機率上高於女性。因此此選項為正確。

c. 『幽門桿菌』感染可導致『黏膜腺體萎縮』，並且與『胃癌』風險上升有關。這是因為幽門桿菌會引起慢性胃炎，進而增加胃癌的風險。因此此選項為正確。

d. 胃內 pH 值大於4的時間比例越久，並不一定會提高『逆流性食道炎』的癒合比例。事實上，長時間的高酸性環境對食道的損傷更大，反而可能影響癒合。因此此選項為錯誤。

綜合以上分析：
- 正確的敘述為 b 和 c。

因此，正確答案為 (B) b + c + d。"
64,下列藥物有幾項會加重逆流性食道炎之發生？(a) Anticholinergics (b) Beta-adrenergic antagonists (c) Dihydropyridine calcium channel blockers (d) Benzodiazepines,1項,2項,3項,4項,C,,胃食道逆流性疾病及胃炎 郭昭宏,"📖 chatGPT 學長背景知識  
逆流性食道炎（GERD）是由於胃酸逆流至食道引起的病症，常見症狀包括胸痛、吞嚥困難及喉嚨不適。某些藥物可能會影響食道下括約肌的功能或胃酸的分泌，從而加重此病症。

核心觀念：  
- 『Anticholinergics』：這類藥物通過抑制副交感神經系統，減少胃腸道的蠕動，可能導致食物在胃內停留時間延長，增加胃酸分泌，從而加重逆流性食道炎的症狀。  
- 『Beta-adrenergic antagonists』：這類藥物可能會影響食道下括約肌的張力，導致括約肌功能下降，增加胃酸逆流的風險。  
- 『Dihydropyridine calcium channel blockers』：這類藥物可導致平滑肌放鬆，包括食道下括約肌，從而增加逆流的可能性。  
- 『Benzodiazepines』：這類藥物可能會影響中樞神經系統，導致食道運動功能減弱，增加逆流的風險。

綜合以上分析，所有四種藥物均可能加重逆流性食道炎的發生。因此，正確答案為 (D) 4項。"
65,潰瘍性大腸炎(Ulcerative colitis) 和克隆氏症(Crohn disease) 的鑑別診斷下列何者為錯？,Ulcerative colitis: superficial lesion; Crohn disease: transmural lesion,Ulcerative colitis: continuous lesion; Crohn disease: skip lesion,Ulcerative colitis: rare rectal sparing; Crohn disease: rectal sparing,Ulcerative colitis: backwash ileitis; Crohn disease: skip lesion of cecal patch,D,,發炎性腸病 盧建宇,"📖 chatGPT 學長背景知識  
潰瘍性大腸炎（Ulcerative colitis, UC）和克隆氏症（Crohn disease, CD）是兩種主要的炎症性腸病（Inflammatory Bowel Disease, IBD），其病理特徵、臨床表現及影響範圍各有不同。以下是對於題目中各選項的解析。

核心觀念：  
- UC：『表淺性病變』  
- CD：『全層病變』  
- UC：『連續性病變』  
- CD：『跳躍性病變』  
- UC：『罕見直腸保留』  
- CD：『直腸保留』  
- UC：『回流性迴腸炎』  
- CD：『盲腸跳躍病變』  

選項解析：  
(A) Ulcerative colitis: superficial lesion; Crohn disease: transmural lesion  
- 正確。UC主要影響大腸的『表淺性病變』，而CD則可影響腸道的『全層病變』。

(B) Ulcerative colitis: continuous lesion; Crohn disease: skip lesion  
- 正確。UC的病變通常是『連續性』的，而CD則常見『跳躍性』病變。

(C) Ulcerative colitis: rare rectal sparing; Crohn disease: rectal sparing  
- 錯誤。UC通常會影響直腸，『罕見直腸保留』，而CD則有可能『直腸保留』，即使在克隆氏症中，直腸不一定受到影響。

(D) Ulcerative colitis: backwash ileitis; Crohn disease: skip lesion of cecal patch  
- 正確。UC可引起『回流性迴腸炎』，而CD則可在盲腸區域出現『跳躍性病變』。

結論：  
根據上述解析，選項(C)是錯誤的，因為潰瘍性大腸炎通常不會保留直腸，而克隆氏症則可能會。"
