id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
72,下列敘述何者正確？,cholecystokinin (CCK)負責刺激胰臟分泌富含電解質之胰液，secretin 負責刺激胰臟分泌富含消化酶之胰液,膽道結石是慢性胰臟炎之常見主要致病因素之一,診斷慢性胰臟炎時，病人血清脂解酶(lipase)和澱粉酶(amylase)數值要高於正常 3 倍以上,腹痛是急性胰臟炎之主要表徵，病人腸音通常變慢且 knee-chest position 通常會比平躺舒服,D,,胰臟炎,林子堯,急性胰臟炎是一種急性腹痛的常見原因，選項D正確地指出了其主要表徵。患者通常會感到劇烈的腹痛，並且在膝胸位時會感覺較為舒適，這是因為該姿勢可以減少腹部壓力。腸音變慢是由於腸道功能受損，這在急性胰臟炎中是常見的生理反應。了解這些症狀對於臨床醫生在急診中快速診斷和處理急性胰臟炎至關重要。
73,下列敘述何者正確？,第一型自體免疫性胰臟炎(autoimmune pancreatitis，AIP)之病人其抽血之 IgG 4 值在正常上限 2倍以上，最常見之主要臨床表徵為腹痛，治療以類固醇為主,"慢性胰臟炎病人如出現脂肪痢(steatorrhea)代表其胰臟外分泌機能 (exocrine function)可能只剩下不到正常之10%，對已出現脂肪痢之病人, 如需使用制酸劑來抑制胃酸時應選擇使用含鎂或鈣之制酸劑",血清脂解酶(lipase)和澱粉酶(amylase)數值和胰臟炎之嚴重度無直接相關，腎衰竭病人其血清澱粉酶(amylase)與脂解酶(lipase)之測定值即使在無急性胰臟炎時仍可能高於正常值範圍,病人出現胰臟偽囊腫(pseudocyst)須及早進行引流以避免感染或破裂,C,,胰臟炎,林子堯,胰臟炎的診斷和管理需要考慮多種因素。選項C正確地指出，血清脂解酶和澱粉酶的水平並不一定與胰臟炎的嚴重程度直接相關，特別是在腎衰竭患者中，這些酶的水平可能會異常升高，即使沒有急性胰臟炎的情況。這一點對於臨床醫生來說非常重要，因為在評估胰臟炎患者時，僅依賴這些酶的水平可能會導致誤診或延誤治療。
74,病人因胃痛，吐黑色嘔吐物到急診，懷疑有上消化道出血照會胃腸科是否需要做胃內視鏡，以下病人狀況不適合做胃內視鏡：,病人 X 光懷疑有 free air，怕有胃十二腸道穿孔,病人血壓低，心跳>150 下為休克狀況,"病人很喘血氧 SaO2 低，要用高濃度氧氣,怕嘔吐時有吸入性肺炎","病人血壓心跳稍高每分鐘 90/min,血壓正常，神智正常",D,,消化系內視鏡學簡介,余方榮,在急診中，對於懷疑有上消化道出血的病人，進行胃內視鏡檢查是常見的診斷手段。然而，某些情況下進行內視鏡檢查可能會增加風險。選項D中的病人雖然血壓和心跳稍高，但仍在正常範圍內，且神智正常，因此不屬於不適合進行內視鏡檢查的情況。相對而言，選項A、B和C中的病人因為存在潛在的危險因素，如懷疑穿孔、休克或吸入性肺炎的風險，應該避免進行內視鏡檢查，以免加重病情或引發其他併發症。
75,病人來急診，為眼瞼很黃，小便為茶色尿，且右上腹痛及人疲累，至急診抽血為黃膽：總膽紅素高，且肝功能異常，CT 腹部電腦斷層，懷疑胰臟腫瘤合併總膽管阻塞，請問下列何者進一步檢查為合適作診斷：,EMR (endoscopic mucosal resection),ERCP (endoscopic retrograde cholangiopancreatography),Double balloon enteroscopy,EUS (endoscopic ultrasound) for pancreatic tumor biopsy,D,,消化系內視鏡學簡介,余方榮,在懷疑胰臟腫瘤合併總膽管阻塞的情況下，進行進一步的檢查是至關重要的。選項D中的內窺鏡超聲檢查（EUS）是一種非常有效的診斷工具，可以用於評估胰臟腫瘤的存在及其與周圍結構的關係，並且可以進行活檢以確認診斷。相比之下，ERCP雖然也可以用於診斷膽道問題，但主要是用於治療性操作，如膽道引流，而不是首選的診斷工具。因此，EUS在這種情況下被認為是更合適的檢查方法。
76,下列關於脂肪肝(fatty liver)敘述何者為錯誤?,非酒精性脂肪肝“nonalcoholic fatty liver disease”與肥胖，糖尿病或高脂血症相關的特徵為特徵,酒精性脂肪性與非酒精性脂肪肝肝臟組織學切片類似，但可明確確診,診斷 Metabolic (dysfunction)-associated fatty liver disease (MAFLD) 需排除 B 肝 C 肝與藥物性肝炎,脂肪性肝炎肝臟組織學可能顯示肝細胞氣球樣變性(ballooning degeneration)，輕度瀰漫性小葉混合急性和慢性炎症(diffuse lobular mixed acute and chronic inflammation),B,,非病毒性肝炎,戴嘉言,脂肪肝是一種常見的肝臟疾病，分為酒精性和非酒精性脂肪肝。選項B指出酒精性和非酒精性脂肪肝的組織學切片類似，這是正確的，因為兩者在顯微鏡下的表現常常難以區分。因此，僅依賴組織學檢查來確診這兩種疾病是不夠的，臨床醫生需要結合病史、影像學檢查和其他實驗室檢查來做出正確的診斷。
77,下列敘述何者為錯誤??,非酒精性脂肪性肝炎“nonalcoholic steatohepatitis”與肥胖，糖尿病，高脂血症和胰島素抵抗等有關，特徵主要是大液滴（微泡）脂肪變性,自體免疫肝炎“Autoimmune Hepatitis” 發生在女性較多，目前治療的準則為使用皮質類固醇(glucocorticoid)與免疫抑制劑(immunosuppressive agent),α1 抗胰蛋白酶缺乏(Antitrypsin Deficiency)與 M/S/Z 等位基因 alleles (染色體 Chromosome 14) 有關，Wilson 氏症表現為肝實質銅含量增加和 24 小時尿銅排泄減少，可能有 Kayser-Fleischer 環,青銅色糖尿病(Bronze diabetes)包括肝硬化，糖尿病和皮膚色素沉著 (skin pigmentation)的典型三聯徵(classic triad)是 Hemochromatosis 的特徵性表現,C,,非病毒性肝炎,戴嘉言,在肝臟疾病的診斷中，了解不同病因的特徵至關重要。選項C提到的α1抗胰蛋白酶缺乏與Wilson氏症的描述是錯誤的。Wilson氏症的特徵是肝臟銅的積聚，導致肝功能異常和尿中銅的排泄增加，而不是減少。這一點對於臨床醫生來說非常重要，因為正確的診斷可以影響治療方案的選擇，並且對患者的預後有重大影響。
78,以下關於 inflammatory bowel disease(IBD)的敘述何者為錯誤 ?,Mayo score 可以做為潰瘍性大腸炎(ulcerative colitis) 診斷的依據。,在台灣，IBD 好發於 20-40 歲年紀。,在台灣，Ulcerative colitis 病例多於 Crohn disease。,免疫抑制劑(immunosuppressant) 適合做為 IBD 病人長期維持性治療 (maintain therapy)。,A,,發炎性腸病,盧建宇,炎症性腸病（IBD）是一組包括潰瘍性大腸炎和克隆病的疾病。選項A指出Mayo評分可以用於潰瘍性大腸炎的診斷，這是錯誤的。Mayo評分主要用於評估疾病的嚴重程度，而不是用於診斷。這一點對於臨床醫生來說非常重要，因為正確的診斷需要依賴其他臨床評估和檢查，而不僅僅是依賴評分系統。了解這一點可以幫助醫生更準確地診斷和管理IBD患者。
79,"下列關於潰瘍性結腸炎(ulcerative colitis, UC)與克隆氏症(Crohn disease, CD)的鑑別診斷，何者錯誤 ?",UC: rectal involved; CD: rectal spare,UC: superficial lesion; CD: transmural lesion,UC: backwash ileitis; CD: skip lesion of cecal patch,UC: gross bleeding; CD: occult bleeding,C,,發炎性腸病,盧建宇,潰瘍性結腸炎（UC）和克隆氏症（CD）是兩種主要的炎症性腸病，雖然它們有相似的症狀，但在病理特徵和臨床表現上有顯著差異。UC通常影響直腸並向上延伸，病變為淺表性，且常伴隨明顯的出血。而CD則可影響消化道的任何部分，並且病變為穿透性，可能導致腸道的狹窄或瘺管形成。選項C的錯誤在於將cecal patch描述為CD的特徵，實際上這是UC的特有現象，且CD的病變通常是分散的，並不會出現連續的病變。了解這些差異對於正確診斷和治療這些疾病至關重要。
80,關於消化道內視鏡之敘述，下列何者最不適當?,兼具診斷與治療的功能,微創、低風險，無須患者同意即可施行,內視鏡為精密醫療儀器，須以高層次消毒，以避免重複使用潛在的感染風險,AI(Artificial Intelligence)輔助影像判讀有助於疾病診斷,B,,進階消化系內視鏡,許文鴻,消化道內視鏡是一種重要的診斷和治療工具，能夠直接觀察消化道的內部結構，並進行必要的治療操作。然而，選項B的描述不正確，因為消化道內視鏡檢查屬於侵入性程序，必須在患者同意的情況下進行。這是醫療倫理和法律的基本要求，確保患者充分了解檢查的風險和益處。此外，內視鏡的使用需要高層次的消毒，以防止交叉感染，這也是醫療安全的重要考量。
81,"關於消影像強化內視鏡(Image enhanced Endoscopy, IEE)，下列描述何者為非？",以化學或光學方法，凸顯消化道黏膜正常與異常組織間的差異,能鑑別黏膜下腫瘤為 neoplastic 或 non-neoplastic,有助於區分消化道黏膜病變的邊界,可用於評估消化道黏膜早期腫瘤侵犯的深度,B,,進階消化系內視鏡,許文鴻,消影像強化內視鏡（IEE）是一種先進的內視鏡技術，旨在提高對消化道黏膜病變的識別能力。選項B的錯誤在於將IEE的功能描述為能鑑別黏膜下腫瘤，而實際上IEE主要是針對黏膜層的病變進行評估。IEE利用化學或光學方法來強調正常與異常組織之間的差異，這對於早期腫瘤的檢測和病變邊界的界定非常有幫助。這項技術的發展使得內視鏡檢查的準確性和有效性大大提高，對於臨床診斷和治療具有重要意義。
82,下列對於功能性消化不良(functional dyspepsia)的敘述，何者錯誤？,(1) + (2),(2) + (3),(3) + (4),(1) + (4),C,,胃腸道蠕動異常疾病,王俊偉,功能性消化不良是一種常見的消化系統疾病，其診斷標準根據羅馬準則第四版制定。選項C的錯誤在於認為功能性消化不良的症狀具有特異性，實際上，這些症狀往往與其他胃腸疾病相似，且在臨床上常需進行鑑別診斷。功能性消化不良的症狀包括上腹部不適、脹氣、噁心等，這些症狀可能與胃輕癱等其他疾病重疊，因此需要詳細的病史詢問和必要的檢查來排除器質性病變。了解這些症狀的非特異性對於正確診斷和治療至關重要。
83,下列對於胃輕癱(gastroparesis)的敘述，何者錯誤？,(1) + (2),(2) + (3),(3) + (4),(1) + (4),B,,胃腸道蠕動異常疾病,王俊偉,胃輕癱是一種胃排空延遲的疾病，常見於糖尿病患者。選項B的錯誤在於將非藥物療法提升至第一線治療，實際上，治療流程通常是先使用藥物，若效果不佳才考慮手術。胃輕癱的病因多樣，最常見的原因是糖尿病引起的神經損傷，而非藥物引起的。了解胃輕癱的病理機制和治療策略對於改善患者的生活質量至關重要。
