id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
94,腹胰芽發育為下列那一構造?,膽囊管,總膽管,胰臟鉤突,胰臟大部分(排除釣突),C,,消化系統胚胎學-m考古,腹胰芽是胰臟的主要組成部分之一，發育過程中形成了胰臟的鉤突（uncinate process）。這一結構是胰臟的特徵之一，並且在胰臟的發育中起著重要的作用。其他選項如膽囊管和總膽管並不是由腹胰芽發育而來，因此選項C是正確答案。
95,以下何者為後腸發育而來?,升結腸,降結腸,近端橫結腸,脾臟,B,,消化系統胚胎學-m考古,後腸的發育主要包括降結腸、直腸及部分肛管等結構。降結腸是後腸的直接衍生物，而升結腸和近端橫結腸則屬於中腸的範疇。脾臟的發育則來自中胚層，而非後腸。因此，選項B是正確答案。
96,以下何者不是前腸或前腸衍生物發育而來?,原始咽部,膽囊,食道,十二指腸遠端,D,,消化系統胚胎學-m考古,前腸的發育包括原始咽部、食道及膽囊等結構，而十二指腸的遠端則是由中腸發育而來。因此，選項D是正確答案，因為它不屬於前腸或其衍生物。
97,胚胎發育至第幾週時，肝細胞開始出現造血功能?,第3 週,第6 週,第9 週,第12 週,B,,消化系統胚胎學-m考古,肝細胞的造血功能在胚胎發育的第6週開始出現，這一過程對於胚胎的發育至關重要，因為肝臟在胎兒期是主要的造血器官。隨著發育的進展，肝臟將逐漸取代其他造血器官的功能，成為主要的血液生成場所。因此，選項B是正確答案。
98,關於胰臟發育的相關敘述何者錯誤?,背側胰芽發育時間較早,約第10 週有胰島素的分泌,背側胰管一開始的開口在總膽管,胰臟頭部發育來自腹側胰芽,C,,消化系統胚胎學-m考古,胰臟的發育過程中，背側胰管的開口並不在總膽管，而是與總膽管相連接。選項C的描述是錯誤的，因此是正確答案。其他選項的描述均符合胰臟的發育過程。
99,關於中腸的發育相關敘述何者錯誤?,約在6-11 週,有生理性的臍疝氣，中腸突出至臍帶,與中腸相連的卵黃管之後會出現閉鎖,中腸的旋轉不良大部分不會造成功能上的障礙,D,,消化系統胚胎學-m考古,中腸的旋轉不良（malrotation）可能會導致功能上的障礙，這是因為腸道的正確定位對於正常的消化功能至關重要。選項D的描述是錯誤的，因此是正確答案。其他選項均正確描述了中腸的發育過程。
100,下列那個器官或構造為後腸所發育?,遠端迴腸,降結腸,肝臟,原肛,B,,消化系統胚胎學-m考古,後腸的發育包括降結腸、直腸及部分肛管等結構。降結腸是後腸的直接衍生物，而遠端迴腸則屬於中腸的範疇。肝臟的發育則來自中胚層，而非後腸。因此，選項B是正確答案。
101,脾臟的發育來自?,外胚層,中胚層,內胚層,前腸,B,,消化系統胚胎學-m考古,脾臟的發育主要來自中胚層，這一層胚層在胚胎發育過程中負責形成多種內臟器官。外胚層和內胚層則主要形成其他結構，因此選項B是正確答案。
102,下列何者非前腸所發育出來的構造?,食道,食道,近端十二指腸,近端迴腸,D,,消化系統胚胎學-m考古,前腸的發育包括食道和近端十二指腸等結構，而近端迴腸則是由中腸發育而來。因此，選項D是正確答案，因為它不屬於前腸或其衍生物。
103,下列何者為中腸頭端(cranial limb of midgut)所發育出的構造?,胰臟pancreas,膽囊gallbladder,近端空腸proximal jejunum,遠端迴腸distal ileum,C,,消化系統胚胎學-m考古,中腸的頭端（cranial limb of midgut）主要發育為近端空腸（proximal jejunum）。在胚胎發育過程中，中腸的不同部分會發育成不同的腸道結構。近端空腸是小腸的一部分，負責吸收營養物質。胰臟和膽囊則是由其他胚胎來源發育而來，因此選擇C作為正確答案。
104,下列何者為中腸尾端(caudal limb of midgut)發育的構造?,左結腸屈left colic flexure,直腸rectum,遠端迴腸distal ileum,泄殖腔cloaca,C,,消化系統胚胎學-m考古,中腸的尾端（caudal limb of midgut）主要發育為遠端迴腸（distal ileum）。這部分的腸道在胚胎發育中負責形成小腸的末端，並與大腸相連。其他選項如左結腸屈和直腸則是由後腸發育而來，因此選擇C作為正確答案。
105,下列何者完全為後腸(hindgut)所發育出來的構造?,脾臟spleen,肛門anus,降結腸descending colon,肛管anal canal,C,,消化系統胚胎學-m考古,後腸（hindgut）主要發育出肛門（anus）和降結腸（descending colon）。在這些選項中，肛門是後腸的直接產物，而降結腸也是後腸的一部分。脾臟則是由不同的胚胎來源發育而來，因此選擇B作為正確答案。
106,肝臟(liver)尾端發育為下列何者?,背側胰芽dorsal pancreatic buds,腹側胰芽ventral pancreatic buds,小網膜lesser omentum,膽管bile duct,D,,消化系統胚胎學-m考古,肝臟的尾端發育為小網膜（lesser omentum）。小網膜是連接肝臟和胃的一層薄膜，並在胚胎發育過程中與肝臟的形成密切相關。其他選項如胰芽和膽管則是由不同的胚胎來源發育而來，因此選擇C作為正確答案。
107,胰臟的尾部(tail of pancreas)為下列何者發育而來?,背側繫膜的間葉組織細胞mesenchyme cells of dorsal mesogastrium,泄殖腔cloaca,背側胰芽dorsal pancreatic bud,腹側胰芽ventral pancreatic bud,C,,消化系統胚胎學-m考古,胰臟的尾部主要是由背側胰芽（dorsal pancreatic bud）發育而來。胰臟的發育涉及到多個胚胎結構的相互作用，其中背側胰芽是形成胰臟尾部的關鍵來源。其他選項如腹側胰芽和泄殖腔則不直接參與胰臟尾部的形成，因此選擇C作為正確答案。
108,下列何者由內胚層的腸管分化而來?,腸神經叢(myenteric plexus),胰臟的腺泡(acinar cell)細胞,下三分之一段肛管的上皮(epithelium of inferior one third of anal canal),肝臟造血細胞(hemapioetic tissue in liver),B,,消化系統胚胎學-m考古,下三分之一段肛管的上皮（epithelium of inferior one third of anal canal）是由內胚層的腸管分化而來。內胚層在胚胎發育中負責形成消化道的內部結構，包括肛管的上皮。其他選項如腸神經叢和胰臟的腺泡細胞則是由不同的胚胎來源發育而來，因此選擇C作為正確答案。
109,關於胰臟的形成何者敘述正確?,原本就是腹膜後器官(retroperitoneal organ),背側芽較後出現,副胰管(accessory pancreatic duct)由近端腹側胰管proximal part of duct of the ventral bud 形成,胰島素insulin 在胎兒時期已經開始分泌,D,,消化系統胚胎學-m考古,胰臟的形成過程中，胰島素（insulin）在胎兒時期已經開始分泌，這是胰臟發育的重要指標。其他選項中，胰臟雖然是腹膜後器官，但並非在胚胎早期就完全形成，背側芽的出現時間也不如選項所述，因此選擇D作為正確答案。
110,以下有關胃部發育的陳述中的哪一項是正確的?,胃的背側順時針旋轉後向人體右側移動,胃的腹側部分生長較迅速,右迷走神經(right vagus nerve)供應胃的後壁,腹側繫膜(ventral mesogastrium)將發育成大網膜(greater omentum),C,,消化系統胚胎學-m考古,胃部的發育過程中，腹側部分的生長速度確實較快，這使得胃的形狀和位置發生變化。其他選項中，雖然胃的背側會旋轉，但並不一定是順時針方向，右迷走神經的供應也不僅限於後壁，因此選擇B作為正確答案。
111,關於中腸發育的說法何者錯誤?,逆時針旋轉 270 度(前面觀)以達到其最終位置,它開始於胚胎發育的第 6 週,盲腸(cecum)先縮回,中腸環(mid gut loops)往臍帶突出後約在第 10 週慢慢回縮,C,,消化系統胚胎學-m考古,中腸的發育過程中，盲腸（cecum）並不是最先縮回的結構，這一過程的順序是相對複雜的。其他選項的描述均符合中腸的發育過程，因此選擇C作為錯誤的陳述。
112,十二指腸(duodenum)容易發生閉鎖(atresia)或狹窄(stenosis)的位置在?,第一段,第二段,第三段,第四段,C,,消化系統胚胎學-m考古,十二指腸的第三段是最容易發生閉鎖（atresia）或狹窄（stenosis）的部位，這是因為該段腸道的發育過程中可能受到多種因素的影響，導致其發育不全。其他段落雖然也可能出現問題，但相對而言第三段的風險更高，因此選擇C作為正確答案。
113,關於乳糜微粒(chylomicrons)，下列何者正確？,是胃酸與胃蛋白酶形成的複合物。,由小腸上皮細胞將脂肪酸與單酸甘油酯重新合成三酸甘油酯後，加上載脂蛋白形成。,主要由大腸菌直接分泌到膽囊。,,B,由小腸上皮細胞將脂肪酸與單酸甘油酯重新合成三酸甘油酯後，加上載脂蛋白形成。,黃炯瑋yyds-教學評量6分,乳糜微粒是由小腸上皮細胞合成的脂質顆粒，主要功能是運輸飲食中的脂肪。當食物中的脂肪進入小腸後，經過膽鹽的乳化和胰脂肪酶的水解，脂肪酸和單酸甘油酯被吸收進入小腸上皮細胞。在這些細胞內，這些成分被重新合成為三酸甘油酯，並與載脂蛋白結合形成乳糜微粒，最終通過淋巴系統進入血液循環。這一過程對於脂肪的消化和吸收至關重要，並且是脂質代謝的關鍵步驟。
114,關於頭期(cephalic phase)胃液分泌，下列何者正確？,由十二指腸脂肪酸直接抑制胃液分泌。,嗅覺與視覺等刺激可經副交感神經增加胃分泌。,完全不涉及神經調控。,只發生於大腸。,B,嗅覺與視覺等刺激可經副交感神經增加胃分泌。,黃炯瑋yyds-教學評量6分,頭期胃液分泌是消化過程中的第一階段，主要受到感官刺激的影響，如嗅覺和視覺。這些刺激會通過副交感神經系統，特別是迷走神經，促使胃分泌增加。當食物的氣味或外觀被感知時，腦部會發出信號，刺激胃的G細胞分泌胃泌素，進而促進胃酸的分泌。這一過程顯示了神經系統在消化過程中的重要調控作用，並且是消化生理學中一個關鍵的概念。
115,關於平滑肌尖波(spike)的離子機制，下列何者正確？,去極化主要由鉀離子外流造成。,復極化主要由鈣離子內流造成。,去極化主要由鈣離子內流，復極化主要由鉀離子外流。,,C,去極化主要由鈣離子內流，復極化主要由鉀離子外流。,黃炯瑋yyds-教學評量6分,平滑肌的尖波電位是消化道平滑肌的動作電位，主要由鈣離子的內流引起去極化，而復極化則是由鉀離子的外流完成。這一過程與神經或骨骼肌的去極化機制不同，因為骨骼肌主要依賴鈉離子的內流。平滑肌的尖波電位對於消化道的運動功能至關重要，因為它們促進了腸道的收縮和運動，從而推動食物通過消化道。
116,關於膽囊(gallbladder)，下列何者正確？,每天製造2 公升鹽酸。,主要合成胰液消化酶。,儲存並濃縮由肝臟產生的膽汁。,,C,儲存並濃縮由肝臟產生的膽汁。,黃炯瑋yyds-教學評量6分,膽囊的主要功能是儲存和濃縮由肝臟產生的膽汁。膽汁是由肝細胞合成的，並不由膽囊製造。膽囊在進食後會釋放儲存的膽汁，以幫助消化脂肪。膽囊的收縮由膽囊收縮素（CCK）調控，這是由小腸分泌的激素。膽囊的功能對於脂肪的消化至關重要，因為膽汁中的膽鹽能夠乳化脂肪，增加其被消化酶作用的表面積。
117,關於吞嚥反射(swallowing reflex)，下列何者正確？,完全是自主運動，與腦幹無關。,第V、IX 對腦神經參與傳入至橋腦與延腦。,只由第II 對腦神經控制。,主要由大腸腸肌神經叢啟動。,B,第V、IX 對腦神經參與傳入至橋腦與延腦。,黃炯瑋yyds-教學評量6分,吞嚥反射是一個複雜的神經反射過程，涉及多條腦神經，包括三叉神經（CN V）和舌咽神經（CN IX）。當食物進入咽喉部時，感受器被刺激，這些神經將信號傳遞至腦幹的吞嚥中樞，進而協調吞嚥過程。吞嚥反射是半自動的，並不完全是自主運動，因為它需要腦幹的參與來協調肌肉的收縮，確保食物安全地通過食道進入胃部。
118,關於膽鹽(bile salts)，下列何者正確？,是膽汁中決定尿液顏色的主要色素。,主要負責血漿滲透壓。,是胃酸主要來源。,促進脂肪消化與吸收。,D,促進脂肪消化與吸收。,黃炯瑋yyds-教學評量6分,膽鹽是由膽固醇在肝臟中合成的，具有兩性分子結構，能夠在小腸中發揮乳化作用，促進脂肪的消化與吸收。膽鹽能夠將大脂肪滴乳化成小顆粒，增加脂肪酶的作用面積，從而提高脂肪的消化效率。膽鹽還能與脂肪水解產物形成微膠粒，幫助脂溶性物質穿過腸道上皮細胞進入血液。這一過程對於脂肪的有效消化和吸收至關重要。
119,關於小腸腺窩(crypt of Lieberkühn)，下列何者正確？,離子分泌可造成高滲環境，使水被動進入腸腔。,只吸收水，不分泌離子。,是胃酸主要分泌部位。,只存在於肝小葉。,A,離子分泌可造成高滲環境，使水被動進入腸腔。,黃炯瑋yyds-教學評量6分,小腸腺窩是小腸內部的腺體結構，負責分泌腸液和調節腸道的滲透壓。當腺窩中的細胞分泌氯離子進入腸腔時，這會導致腸腔內的滲透壓增加，從而吸引水分被動進入腸腔，形成腸液。這一過程對於腸道的消化和吸收功能至關重要，因為腸液能夠幫助溶解食物中的營養成分，促進其被吸收。
120,關於黏膜下神經叢(submucosal plexus)的功能，下列何者正確？,主要支配外縱肌收縮。,主要位於中樞神經系統。,主要支配上皮細胞功能。,是胃酸分泌的唯一來源。,C,主要支配上皮細胞功能。,黃炯瑋yyds-教學評量6分,黏膜下神經叢是腸神經系統的一部分，主要位於腸道的黏膜下層，負責調節上皮細胞的分泌和吸收功能。它與腸道的運動和消化過程密切相關，能夠調控腸道內部的微血管血流，確保腸道的營養吸收和液體平衡。這一神經叢的功能對於維持腸道的健康和正常運作至關重要。
121,關於腸泌素(secretin)對胰臟的作用，下列何者正確？,主要刺激胰臟分泌蛋白酶原。,主要刺激胰臟分泌碳酸氫根。,主要使膽囊強烈收縮。,主要活化胃蛋白酶原。,B,主要刺激胰臟分泌碳酸氫根。,黃炯瑋yyds-教學評量6分,腸泌素是由小腸的S細胞分泌的一種激素，當酸性食糜進入十二指腸時，腸泌素會被釋放。它的主要作用是刺激胰臟分泌富含碳酸氫根的胰液，以中和進入小腸的胃酸，保護腸道黏膜並提供最佳的消化環境。腸泌素的分泌對於維持腸道的pH平衡和促進消化過程至關重要。
122,關於副交感神經支配(parasympathetic innervation)與胃腸道的關係，下列何者正確？,胃腸道完全不受副交感神經影響。,副交感神經只來自胸椎T5-L3。,副交感神經節一定遠離器官壁。,迷走神經與薦椎神經參與胃腸道副交感支配。,D,迷走神經與薦椎神經參與胃腸道副交感支配。,黃炯瑋yyds-教學評量6分,副交感神經系統在胃腸道的功能中扮演著重要角色，主要由迷走神經和薦椎神經組成。迷走神經支配上消化道，包括食道、胃和小腸，而薦椎神經則支配下消化道，包括降結腸和直腸。副交感神經的刺激通常促進消化過程，如增加腸道的蠕動和分泌，這與交感神經的抑制作用形成對比。這一神經系統的協調對於維持正常的消化功能至關重要。
